given_name,family_name,gender,birthdate,language,street,postcode,city,country,latitude,longitude,phone_number
Cesare,Boiardo,male,1970-02-02,it,"Incrocio Bongiorno, 92 Appartamento 9",74017,Casamari,Italy,37.787652,12.894157,+39 0421965929
Ludovico,Iannuzzi,male,1961-07-29,it,"Piazza Iannelli, 13",80023,Maiera',Italy,41.16923,15.571288,+39 3510702622
Dina,Tognazzi,female,1945-07-03,it,"Borgo Ovadia, 77",34148,Villanuova Sul Clisi,Italy,46.580344,10.60288,05843651335
Elena,Staglieno,female,1977-02-21,it,"Viale Antonioni, 90",86081,Esenta,Italy,37.951293,13.234245,+39 09618974198
Gastone,Bocelli,male,1937-10-19,it,"Stretto Marco, 326",98132,San Baronto,Italy,46.030546,11.426689,+39 08817546743
Massimiliano,Abba,male,1995-03-04,it,"Contrada Damiano, 89",16033,Fenis,Italy,42.013186,13.337026,0776352285
Agnolo,Morgagni,male,1979-11-10,it,"Viale Mauro, 46",04012,Grigno,Italy,43.419233,11.552115,0572092805
Giorgia,Brunelleschi,female,1987-07-05,it,"Piazza Antonio, 40 Appartamento 93",93016,Teglio,Italy,43.598276,11.208836,03445793665
Nicola,Ossola,male,1966-05-09,it,"Via Bova, 6",31033,Roncogno,Italy,40.803885,15.108038,+39 371306109
Gustavo,Carducci,male,1990-01-24,it,"Via Giacometti, 265",26039,Cavarzano,Italy,45.43097,9.988897,+39 0984256287
Rembrandt,Comolli,male,1977-12-19,it,"Rotonda Endrizzi, 42",87014,Missanello,Italy,39.831554,16.127723,3760085814
Lolita,Giacconi,female,1993-12-20,it,"Contrada Borghese, 67",98028,Marina Di Ginosa,Italy,46.944686,11.244948,3732677293
Margherita,Chigi,female,2001-06-02,it,"Stretto Lamberto, 38",66046,Bosco Marengo,Italy,42.662741,12.210079,376055291
Enzio,Vespa,male,1994-05-04,it,"Rotonda Dionigi, 275 Appartamento 58",18023,Piedipaterno Sul Nera,Italy,45.146167,8.395028,+39 0961901769
Morena,Pertini,female,1999-07-16,it,"Vicolo Ottone, 48 Piano 5",89821,Fara Olivana,Italy,40.364693,15.982875,+39 0344670091
Fiorenzo,Marzorati,male,1964-05-22,it,"Incrocio Scialpi, 3 Appartamento 70",09070,Villa San Faustino,Italy,43.43903,12.673644,34478473962
Annunziata,Ceschi,female,1975-12-08,it,"Strada Elladio, 42 Piano 1",02035,Villa Pigna,Italy,37.977517,13.015757,+39 092174491
Francesca,Legnante,female,1953-05-22,it,"Stretto Virginia, 40",80073,Gervasutta,Italy,37.472936,14.151135,+39 3412492166
Rosina,Padovano,female,1938-12-04,it,"Borgo Piersanti, 592",09024,Karneid,Italy,45.966164,13.44784,0784539244
Carmelo,Morgagni,male,1956-02-26,it,"Via Comeriato, 89 Piano 8",02046,Cannigione,Italy,43.32847,13.414792,05947681107
Fedele,Soffici,male,1993-08-29,it,"Contrada Romana, 34 Appartamento 94",52031,Cafaggio,Italy,41.682745,14.058239,+39 0583867568
Gelsomina,Boiardo,female,1962-05-02,it,"Canale Ruberto, 2",51035,Bonifati,Italy,43.979883,10.301381,0547174572
Fabrizia,Pometta,female,1998-03-06,it,"Borgo Pagliaro, 70",90036,Mirano,Italy,44.260882,10.833524,076585715
Elisa,Tremonti,female,2007-03-14,it,"Piazza Antonietta, 3",23868,Palosco,Italy,45.369644,8.725797,+39 0587352907
Licia,Lancisi,female,1996-08-30,it,"Contrada Romano, 275 Appartamento 6",50027,Caraverio,Italy,43.459733,11.589275,+39 3505643603
Vincenza,Antelami,female,1999-01-17,it,"Canale Combi, 35 Appartamento 7",67020,Formello,Italy,40.089165,15.753502,04714327178
Tullio,Sandi,male,1984-12-10,it,"Via Angelina, 95 Piano 8",86011,Torricella,Italy,37.494977,14.969521,016638776
Nanni,Curatoli,male,1957-07-16,it,"Stretto Monaco, 735 Piano 5",15022,Nettuno,Italy,42.717206,11.828256,351565361
Adelasia,Cossiga,female,1990-05-05,it,"Stretto Anguillara, 199",16025,San Dalmazio Nel Frignano,Italy,46.495941,13.152024,018726708
Arsenio,Tosi,male,2002-07-02,it,"Stretto Beffa, 6",55010,Marina Di Savelletri,Italy,40.758512,9.544725,0984607303
Torquato,Scarfoglio,male,1943-01-08,it,"Strada Nina, 976",88024,Ponteromito,Italy,44.663438,7.365883,09426657097
Marisa,Argenti,female,1948-01-18,it,"Strada Simonetta, 726",38033,Paradigna,Italy,43.178808,10.778995,3387285836
Erika,Morlacchi,female,1968-09-30,it,"Borgo Federico, 770 Appartamento 1",43056,Marliana,Italy,42.547343,12.590761,+39 034335646
Sebastiano,Faugno,male,1976-06-26,it,"Viale Mercadante, 181",22021,Bagnone,Italy,39.610186,8.713009,092566671
Loredana,Sagese,female,1981-08-20,it,"Rotonda Visconti, 8",38033,Salionze,Italy,36.804538,15.039976,37833916481
Carlo,Brunelleschi,male,1970-05-01,it,"Canale Ferrata, 881",13037,Lama Di Reno,Italy,37.550306,13.348348,0641777422
Bettina,Luria,female,1937-10-22,it,"Canale Migliaccio, 90 Piano 9",97016,Salussola,Italy,44.677289,9.243873,36805404396
Francesca,Romano,female,1982-08-10,it,"Canale Paltrinieri, 95 Piano 0",85047,Villair,Italy,46.373723,13.311088,37925995479
Luciano,Ficino,male,1994-04-12,it,"Incrocio Natta, 2 Appartamento 8",81028,Vergano Di Borgomanero,Italy,40.950522,15.412979,+39 053622220
Manuel,Tirabassi,male,1941-10-09,it,"Stretto Catalano, 0",12036,Gordona,Italy,43.471809,10.67937,04454692967
Fiamma,Cremonesi,female,2004-06-15,it,"Vicolo Enzio, 89",31022,Camerata,Italy,41.993302,12.648419,+39 0432895824
Greca,Ferrucci,female,1999-01-07,it,"Strada Rita, 96",61013,Cereglio,Italy,36.764293,15.073877,+39 055732897
Donatello,Calvo,male,1944-08-06,it,"Canale Gaspare, 1",43014,Cerese,Italy,44.201061,10.9887,+39 0998307875
Luigina,Mascheroni,female,1943-08-31,it,"Strada Malpighi, 636 Piano 3",63835,Apollosa,Italy,42.308836,11.356424,0575827683
Alessia,Troisi,female,1935-10-21,it,"Strada Federigo, 18 Piano 3",67031,Rocchetta Tanaro,Italy,40.03518,15.544135,380699403
Flavia,Grisoni,female,1973-05-29,it,"Strada Abatantuono, 40 Piano 3",11100,Casal Cermelli,Italy,42.376652,13.283699,+39 0776920272
Aldo,Salieri,male,1979-03-03,it,"Contrada Cipriano, 92 Piano 6",52014,Bruscoli,Italy,42.359731,12.275402,+39 3711422858
Romina,Sermonti,female,1998-06-17,it,"Incrocio Ugo, 1 Piano 0",80046,Reno Centese,Italy,44.860566,10.506796,07655678573
Calcedonio,Turrini,male,1998-09-01,it,"Contrada Pier, 1",11015,Gargazon,Italy,39.357779,16.888339,+39 098472208
Antonino,Depero,male,1973-06-09,it,"Vicolo Camuccini, 13 Appartamento 24",12022,Soprana,Italy,37.433827,13.443274,+39 0324329930
Gino,Iannelli,male,1935-08-16,it,"Canale Nanni, 7",57128,Darfo Boario Terme,Italy,46.375604,10.918069,041626096
Flavia,Viola,female,1963-11-03,it,"Rotonda Gaito, 940 Appartamento 73",80141,Cisliano,Italy,45.59906,11.8675,05438000912
Cipriano,Zamorani,male,1981-11-21,it,"Rotonda Giulietta, 6",89057,Casino Di Terra,Italy,41.260886,14.230915,059098313
Fredo,Civaschi,male,1982-09-11,it,"Strada Ernesto, 3 Piano 9",10056,Milazzo,Italy,42.315215,13.861811,353457772
Flavia,Donati,female,1970-03-21,it,"Viale Rocco, 58 Piano 9",10145,La Runcina,Italy,42.636827,12.483263,+39 01559765857
Graziella,Cortese,female,1946-08-05,it,"Via Maderno, 14",28852,Casaferro,Italy,36.971578,14.646543,3453901326
Alina,Bulzoni,female,1985-02-05,it,"Vicolo Pizzetti, 694 Appartamento 3",32014,Minoprio,Italy,42.02505,14.410607,333724966
Carolina,Segni,female,1969-05-02,it,"Vicolo Trebbi, 37",51018,Moio De' Calvi,Italy,40.858337,16.241679,+39 09335108836
Matteo,Chittolini,male,1972-10-18,it,"Piazza Roman, 65",73019,Berzano Di Tortona,Italy,43.830894,7.549326,+39 0547197860
Ninetta,Russo,female,2002-04-18,it,"Stretto Ermanno, 629",55060,San Martino In Badia,Italy,45.980266,9.625653,+39 3859739547
Cipriano,Cardano,male,1940-10-31,it,"Contrada Luchino, 4",25076,Pietrapennata,Italy,40.618984,8.949758,+39 0852561692
Roberta,Beccheria,female,1942-08-22,it,"Borgo Rosario, 37 Appartamento 5",89057,Vairo Superiore,Italy,44.605896,10.649465,+39 334675087
Sandra,Forza,female,1957-07-30,it,"Rotonda Alboni, 3 Piano 0",67051,Castelvecchio,Italy,43.621186,12.887964,+39 3236260123
Carlo,Russo,male,2003-11-10,it,"Via Guarino, 63",22029,Villa Fornaci,Italy,42.094323,11.713329,+39 32867436777
Ramona,Gadda,female,1997-12-22,it,"Via Zoppetto, 35 Appartamento 73",20094,Brindisi Montagna,Italy,46.34199,9.698274,+39 3375206438
Alessandro,Vergerio,male,1976-03-12,it,"Stretto Victoria, 41",00068,Motta Sulla Secchia,Italy,41.352677,15.055147,+39 037566535
Milena,Broggini,female,1984-09-15,it,"Stretto Berrè, 73 Appartamento 1",26865,Ragoli,Italy,37.425706,14.508871,052332922
Lando,Casadei,male,1955-11-03,it,"Via Mercalli, 15",00122,Fogliano Redipuglia,Italy,43.077849,10.836383,+39 3760525323
Marisa,Canetta,female,1966-07-03,it,"Rotonda Sansoni, 0 Appartamento 9",25026,Cossano Canavese,Italy,42.574809,12.075183,+39 0761789980
Lucrezia,Redi,female,1978-05-17,it,"Strada Bongiorno, 120 Appartamento 46",00156,Ponte A Cappiano,Italy,45.064405,10.319516,3517321151
Annalisa,Ferrazzi,female,2000-11-11,it,"Via Tamborini, 59",20093,Campiglia D'Orcia,Italy,39.591191,15.954959,08614404178
Allegra,Goldoni,female,1995-07-03,it,"Canale Venturi, 5 Appartamento 46",63847,Cognola,Italy,40.546253,15.331584,04445703089
Gianluigi,Samele,male,2004-05-30,it,"Incrocio Maurilio, 923 Piano 5",23025,Calamandrana,Italy,42.887989,13.71256,+39 3337567426
Elmo,Morabito,male,2004-12-04,it,"Viale Bondumier, 558",22074,Alberoni,Italy,41.330347,14.999567,+39 35053381540
Alina,Mazzocchi,female,1963-12-15,it,"Canale Ritacca, 832",57100,Lemie,Italy,44.865187,8.626138,+39 3229334495
Ivo,Cignaroli,male,2007-12-19,it,"Strada Tonino, 13 Appartamento 7",80133,Caprarola,Italy,37.74222,12.72561,+39 329668710
Stefania,Boaga,female,1991-11-02,it,"Contrada Modiano, 0",73053,Villa Di Molvena,Italy,41.314411,15.826487,047173175
Rossana,Pagliaro,female,2000-09-05,it,"Strada Righi, 7 Appartamento 26",52016,Carzago Riviera,Italy,44.941637,6.912576,3756593817
Lucio,Ginesio,male,1969-08-08,it,"Rotonda Panzera, 93 Piano 7",21056,Poggio Torriana,Italy,46.051807,13.402051,0965306635
Ivan,Druso,male,1990-12-20,it,"Rotonda Gianluigi, 26 Piano 6",13812,Marina Di Ragusa,Italy,41.872056,12.609681,37721748039
Martina,Nugnes,female,1953-05-05,it,"Strada Murialdo, 30",86017,Bompietro,Italy,37.536669,14.484172,+39 0587391135
Veronica,Castelli,female,1996-02-23,it,"Viale Mercantini, 987",20072,Vaste,Italy,45.983387,13.372933,33012064230
Agnolo,Bottigliero,male,1982-02-28,it,"Borgo Bonatti, 71",25088,Gibellina,Italy,45.000438,8.693418,+39 3510130309
Fiamma,Staglieno,female,1999-08-31,it,"Vicolo Rolando, 51",98062,Buttapietra,Italy,39.277813,9.2023,+39 35178276066
Silvestro,Badoer,male,2003-03-15,it,"Viale Vincentio, 5 Piano 1",07032,Villa Ceccolini,Italy,45.855322,9.58955,+39 37162003195
Sabatino,Petrassi,male,1954-12-11,it,"Via Vanvitelli, 94 Appartamento 73",63073,Ferentino,Italy,43.745357,13.001491,35010196728
Puccio,Cicilia,male,1973-04-05,it,"Contrada Iannucci, 6",41012,Pancalieri,Italy,46.669125,10.459907,+39 034569264
Sergius,Soffici,male,2000-03-20,it,"Via Cristina, 4 Piano 7",91018,Ceranova,Italy,44.720217,7.285351,+39 0432416421
Antonio,Loredan,male,1966-12-14,it,"Canale Druso, 34 Piano 1",47023,Quinzano,Italy,41.995421,11.871845,014177264
Valerio,Montessori,male,1944-04-12,it,"Strada Amaldi, 34 Piano 8",20131,Gazzaniga,Italy,45.505332,7.851997,+39 0755539583
Calcedonio,Cicilia,male,1998-07-29,it,"Rotonda Vattimo, 90 Piano 0",91025,Caletta Di Castiglioncello,Italy,40.549682,16.47421,3233161610
Liliana,Giolitti,female,1944-02-01,it,"Contrada Raffaella, 427",28877,Vietri Di Potenza,Italy,46.089688,9.543105,0541312458
Enzio,Lombroso,male,2005-02-13,it,"Contrada Giorgio, 7",27020,Corazzo,Italy,45.244539,8.73055,+39 08250443904
Paoletta,Foà,female,1998-08-21,it,"Contrada Malacarne, 258 Piano 2",58033,Castellano,Italy,44.021248,10.241187,+39 0588089833
Amleto,Casadei,male,2006-08-31,it,"Strada Polesel, 82 Piano 5",00133,Ponte Lambro,Italy,40.910152,14.30292,0295596374
Micheletto,Armani,male,2002-06-01,it,"Strada Sermonti, 970",98166,Cervignano D'Adda,Italy,46.009494,9.483688,04611846350
Viridiana,Oscuro,female,1989-12-13,it,"Borgo Nadia, 73 Appartamento 11",23821,Mercato San Severino,Italy,44.471699,11.175507,0921259073
Claudio,Aporti,male,1996-05-17,it,"Contrada Allegra, 45 Appartamento 4",12060,Scoppito,Italy,37.598883,14.886985,+39 056569153
Roberta,Leonetti,female,1959-07-19,it,"Contrada Conte, 334 Appartamento 58",24064,Budditogliu,Italy,42.282031,13.105092,+39 3501705971
Bianca,Angeli,female,1942-03-16,it,"Piazza Maria, 22 Piano 3",98069,Pontecurone,Italy,43.232889,12.255455,+39 07731691576
Vincenzo,Cagnin,male,1936-04-17,it,"Viale Morena, 6 Appartamento 1",24047,Sava,Italy,41.891098,15.274652,+39 382754750
Calcedonio,Calbo,male,1974-03-07,it,"Piazza Curatoli, 259 Appartamento 9",33032,Montereale Valcellina,Italy,44.234986,9.250909,+39 0165688204
Aria,Berlusconi,female,1952-11-22,it,"Via Serena, 71 Appartamento 4",73031,Gaggi,Italy,38.318404,15.848201,+39 09410548360
Pasquale,Persico,male,1958-10-13,it,"Canale Piermaria, 3 Piano 7",60021,Vianelli,Italy,44.822701,10.2597,0342169248
Giulio,Foconi,male,1964-12-22,it,"Vicolo Scalfaro, 9 Piano 0",41054,Barbuglio,Italy,41.116802,9.144431,+39 3337125126
Calcedonio,Jovinelli,male,1973-01-27,it,"Borgo Marazzi, 7",12044,Forette,Italy,41.825077,14.040359,0362921771
Damiano,Beffa,male,1983-10-09,it,"Rotonda Venancio, 72",41100,Boves,Italy,44.185809,9.73123,+39 07744000457
Marisa,Malenchini,female,1999-09-29,it,"Incrocio Raffaella, 34 Piano 8",09077,Villanova Di Camposampiero,Italy,41.767503,14.629896,371166351
Loredana,Zanazzo,female,1957-12-24,it,"Canale Ivo, 26",23804,Isola Rizza,Italy,37.355755,13.587807,3714077689
Ronaldo,Bergoglio,male,1979-09-27,it,"Borgo Toninelli, 24",73039,Tamara,Italy,42.844643,13.794916,07734863461
Gemma,Semitecolo,female,1944-05-07,it,"Borgo Mancini, 99",25071,Montodine,Italy,46.696127,12.187488,+39 35520096560
Nedda,Zacco,female,1943-11-25,it,"Incrocio Adamo, 1",06083,Monte San Marino,Italy,40.739916,16.296222,+39 0434253082
Antonietta,Schicchi,female,1992-05-25,it,"Viale Telemaco, 7",55045,Vivaro,Italy,37.154612,14.432483,+39 3714261336
Martina,Einaudi,female,1974-11-14,it,"Vicolo Pierluigi, 82",15049,Lavino Di Mezzo,Italy,43.70568,12.6488,+39 057449026
Fiorenzo,Gargallo,male,1936-05-26,it,"Rotonda Giosuè, 7",20141,Forchia Di Cervino,Italy,38.146785,15.767719,3349079263
Patrizio,Leblanc,male,1938-01-06,it,"Vicolo Renzo, 7",35041,Sant'Egidio Alla Vibrata,Italy,40.288829,16.014064,3505781466
Adelasia,Marconi,female,1976-08-18,it,"Vicolo Ludovica, 4 Piano 9",65121,Torano Castello Scalo,Italy,44.74287,8.941736,0753376949
Marcantonio,Leonetti,male,1938-08-14,it,"Strada Gagliardi, 460 Appartamento 17",73016,Torre Chianca,Italy,42.419912,11.994042,+39 375729957
Rodolfo,Dalla,male,1935-08-13,it,"Incrocio Gabbana, 37 Piano 7",47837,Prignano Cilento,Italy,44.375557,8.026939,05499854433
Nedda,Fabbri,female,1947-12-12,it,"Viale Gionata, 275 Appartamento 41",22079,Concordia Sagittaria,Italy,46.113895,11.522723,+39 05753249197
Gabriella,Taliercio,female,1964-01-18,it,"Viale Fagiani, 723",63836,Corniglio,Italy,44.407761,8.576487,3755717617
Benedetto,Boezio,male,1982-06-12,it,"Rotonda Draghi, 19",31056,Lanzetta,Italy,41.537569,13.719638,338381927
Dina,Celentano,female,1940-04-18,it,"Incrocio Fabio, 829",87073,Vianelli,Italy,44.449368,12.325264,+39 373236403
Paloma,Favata,female,1953-07-06,it,"Canale Lercari, 912",16156,Li Teggi,Italy,39.571136,16.085051,043822985
Carlo,Gilardoni,male,2007-05-22,it,"Stretto Poerio, 75",12049,Marinella Di Sarzana,Italy,44.017329,12.065072,3448330794
Aldo,Cesarotti,male,1980-12-26,it,"Via Saverio, 34 Piano 2",66042,Germagnano,Italy,40.351515,16.565935,0773601228
Elladio,Anichini,male,1979-12-16,it,"Stretto Graziano, 52",02048,Recoaro Terme,Italy,40.759155,8.459388,07823802663
Michelangelo,Bernardi,male,1978-09-27,it,"Contrada Chigi, 345 Piano 5",26036,Raiano,Italy,44.132372,11.947821,0761576128
Allegra,Gibilisco,female,1941-10-16,it,"Stretto Alessio, 28 Piano 1",67030,Prada,Italy,45.702924,7.834567,3369641148
Michela,Luciani,female,2001-02-22,it,"Borgo Barbara, 34",98141,Fabbreria Di Cadriana,Italy,42.512692,12.323138,+39 03625102496
Berenice,Fibonacci,female,1960-04-16,it,"Stretto Bignami, 80 Appartamento 0",17055,Oberplanitzing,Italy,44.945446,7.426264,+39 350531377
Etta,Perozzo,female,1995-01-01,it,"Viale Lando, 92",37051,Ravoledo,Italy,37.517481,13.194663,+39 35010108608
Jolanda,Crisafulli,female,1964-07-01,it,"Borgo Pininfarina, 1",03010,Santa Lucia Di Fiamignano,Italy,40.558096,8.699667,+39 35133985755
Monica,Fo,female,1956-08-29,it,"Strada Donatella, 3 Piano 0",06065,Noha,Italy,42.026865,13.321944,0861651547
Agnolo,Prodi,male,1966-08-19,it,"Contrada Durante, 34 Piano 6",06127,Masano,Italy,46.275182,9.367656,0131885716
Vanessa,Bernardini,female,1998-08-12,it,"Strada Fabio, 333 Appartamento 38",75011,Galgagnano,Italy,44.886384,7.520376,0578343327
Guido,Aporti,male,1936-08-09,it,"Vicolo Squarcione, 60 Appartamento 6",12022,Piano D'Orta,Italy,44.889249,11.818084,0890518672
Ninetta,Gagliano,female,1966-08-15,it,"Strada Platini, 565",98134,Ferrara Di Monte Baldo,Italy,42.920657,10.938419,0574633734
Monica,Panatta,female,1937-12-10,it,"Viale Mirco, 88 Piano 4",81027,Bedizzano,Italy,41.33691,12.760855,06171581844
Calogero,Trezzini,male,2003-05-08,it,"Borgo Pierpaolo, 42 Piano 1",97015,Villaraspa,Italy,39.264929,8.48368,+39 08029375323
Fabrizia,Faggiani,female,1979-08-07,it,"Borgo Lamberto, 99 Appartamento 3",15041,Tufo Di Carsoli,Italy,42.560789,11.839297,+39 090094972
Clelia,Albertini,female,1955-05-20,it,"Canale Trebbi, 48 Appartamento 8",23855,Villa Rendena,Italy,42.278557,14.159093,+39 040779884
Osvaldo,Ficino,male,1970-12-16,it,"Contrada Garobbio, 14 Piano 7",89821,Zennari,Italy,43.928407,8.000076,+39 0461066790
Maurizio,Aulenti,male,1983-11-02,it,"Borgo Civaschi, 26",32032,Carnia,Italy,45.235871,8.693485,0965993827
Rossana,Scarlatti,female,1995-04-12,it,"Piazza Cilibrasi, 0 Appartamento 6",09045,Buja,Italy,44.641315,10.592264,+39 3911495629
Carlo,Bergoglio,male,1991-02-22,it,"Piazza Carlo, 28",73053,Ogliastro Cilento,Italy,39.700358,16.413842,+39 09842463560
Ubaldo,Napolitano,male,1968-08-01,it,"Vicolo Giacobbe, 67 Piano 0",42043,Dazio,Italy,40.467776,8.799815,+39 0735768978
Lisa,Boldù,female,2001-05-14,it,"Vicolo Stefano, 2",84026,Sferracavallo,Italy,43.915004,10.949385,3853191325
Vanessa,Bellini,female,1982-01-23,it,"Vicolo Tatiana, 132 Piano 4",86087,Tesero,Italy,43.553369,12.168303,0733454228
Roberto,Mimun,male,1997-08-10,it,"Piazza Mario, 8",60022,Livinallongo Del Col Di Lana,Italy,41.668977,15.648651,+39 0734059023
Maria,Foconi,female,1983-02-14,it,"Stretto Pignatti, 32",33016,Vigne Di Narni,Italy,38.024202,15.266616,+39 05458233551
Niccolò,Pasolini,male,1988-08-09,it,"Rotonda Maderno, 745 Piano 8",27058,Pozzo Guacito,Italy,44.881756,9.059829,3711048031
Tina,Vecellio,female,1952-03-06,it,"Contrada Lettiere, 93 Piano 2",06027,Abeto,Italy,41.937759,13.528221,05120541586
Telemaco,Onio,male,1974-09-28,it,"Strada Pacomio, 82 Piano 9",15013,Sferro,Italy,37.061613,14.725283,0874226724
Leonardo,Bragaglia,male,2007-08-02,it,"Incrocio Cicala, 527 Appartamento 51",36056,Ardauli,Italy,44.590159,11.125972,0586369037
Arnaldo,Fagotto,male,1951-09-25,it,"Strada Lombardi, 75 Piano 2",21041,Romallo,Italy,45.156098,11.976407,+39 013198055
Eliana,Gussoni,female,1996-10-04,it,"Piazza Nicoletta, 84",73041,Rodia,Italy,40.755739,16.06205,+39 3639888609
Niccolò,Golgi,male,1995-11-18,it,"Via Benedetto, 93 Piano 8",14017,Caldiero,Italy,39.265954,8.984425,323983093
Temistocle,Galtarossa,male,1949-10-04,it,"Contrada Fittipaldi, 945",89131,Portella Di Mare,Italy,38.251836,15.899686,+39 04261883604
Ivan,Rienzo,male,1993-04-24,it,"Contrada Caffarelli, 35",16134,Borgaretto,Italy,45.579375,11.727108,3203313350
Maura,Mondaini,female,1958-06-24,it,"Strada Amalia, 73 Appartamento 6",37129,Strettura,Italy,41.757405,12.9376,07367193497
Luciano,Majewski,male,1977-08-15,it,"Vicolo Satta, 96 Appartamento 68",20041,Grasstein,Italy,38.099295,15.736,+39 0183229242
Gloria,Toninelli,female,1946-04-21,it,"Canale Alessio, 425 Piano 5",65124,Vallepietra,Italy,45.650268,9.20865,057821060
Lina,Bernardini,female,2003-02-12,it,"Borgo Ramona, 85",38015,Borgo Di Terzo,Italy,44.99581,11.729243,09577608794
Erika,Grisoni,female,1972-05-22,it,"Viale Maria, 6",95124,Giano Vetusto,Italy,39.465436,16.646951,+39 04812830735
Luigina,Sansoni,female,2004-11-23,it,"Contrada Golgi, 46",20012,Salinagrande,Italy,43.04894,13.814053,+39 05211961459
Etta,Pertini,female,1949-09-15,it,"Piazza Lombardo, 3",32010,Avola,Italy,37.752288,14.668614,+39 34877380761
Lisa,Lercari,female,1981-01-27,it,"Contrada Monica, 6 Appartamento 38",09019,Raffo,Italy,37.22004,15.077674,+39 3811289070
Vincentio,Alboni,male,1987-11-08,it,"Strada Salvi, 16 Appartamento 63",86095,Porto Potenza Picena,Italy,43.794488,10.342028,+39 0321940995
Romina,Fanucci,female,1982-10-01,it,"Vicolo Bernardini, 5",86013,Chiusi Scalo,Italy,44.682113,9.62637,3510072166
Tonia,Tedesco,female,1941-05-11,it,"Piazza Antonina, 33 Appartamento 5",90144,Valvasone,Italy,41.836894,15.25811,0382114461
Michelangelo,Legnante,male,1989-06-14,it,"Borgo Paride, 25 Piano 8",44029,Bondione,Italy,43.25785,12.710717,058531675
Vito,Cremonesi,male,1997-03-02,it,"Stretto Cianciolo, 9",34017,Montefalcone Nel Sannio,Italy,39.217487,16.18344,3427125673
Antonietta,Pasolini,female,1994-08-10,it,"Incrocio Pedroni, 38 Piano 2",25027,Puglianello,Italy,41.481157,12.537024,+39 034367431
Giampaolo,Ariosto,male,1987-12-26,it,"Strada Giuliana, 0",06043,Malanghero,Italy,37.77118,13.430943,348744029
Filippa,Vecellio,female,1936-10-08,it,"Rotonda Almagià, 1",73044,Campodipietra,Italy,46.042889,9.822251,+39 0574121935
Nicolò,Anguillara,male,1997-01-05,it,"Piazza Melissa, 933",62029,San Fortunato,Italy,43.972488,12.009209,+39 0321948655
Tonino,Briccialdi,male,1969-02-05,it,"Via Lina, 63",81023,Molinello,Italy,36.843412,15.12192,03737237124
Angelo,Goldstein,male,1983-07-27,it,"Borgo Valguarnera, 20",86034,Castelfranco Veneto,Italy,42.498225,11.850001,0240715967
Marta,Panzera,female,1940-04-16,it,"Incrocio Rosina, 756",35132,Pianico,Italy,45.068566,11.38113,+39 36096141673
Nedda,Anastasi,female,1952-01-16,it,"Vicolo Allegra, 52",20094,Collarmele,Italy,44.034338,7.691604,0761905806
Coriolano,Ferrata,male,2000-08-03,it,"Via Orlando, 83",10056,Monteodorisio,Italy,37.97289,13.59995,+39 0736056431
Matilda,Jovinelli,female,1969-04-17,it,"Strada Michelangelo, 276 Appartamento 16",67037,Gavasseto,Italy,41.985016,13.369043,+39 3420637344
Benvenuto,Letta,male,1999-09-05,it,"Viale Giacomo, 84 Appartamento 81",67066,Ronciglione,Italy,45.772097,13.587015,370119332
Gioachino,Galtarossa,male,2003-06-04,it,"Incrocio Donatella, 7",25126,Spigno Saturnia,Italy,38.915019,16.976518,+39 351962398
Ansaldo,Bellini,male,1992-05-09,it,"Piazza Fiorenzo, 18",26856,Gagliano Del Capo,Italy,46.503994,12.810981,3779666141
Carlo,Caffarelli,male,1959-11-22,it,"Viale Maggioli, 7 Appartamento 28",12073,Monchio,Italy,39.37399,8.493147,35104926301
Rossana,Boiardo,female,1949-04-29,it,"Rotonda Calgari, 116",26824,Mareno Di Piave,Italy,41.812796,12.553479,+39 35090859035
Amalia,Capecchi,female,1950-06-19,it,"Piazza Lidia, 7",55033,Fratte Di Sassofeltrio,Italy,46.236767,9.637703,33117483337
Dino,Tafuri,male,1993-06-27,it,"Stretto Milo, 63",81054,Costiera Di Mazara,Italy,41.673108,14.753915,0578555423
Melina,Ricciardi,female,1998-04-07,it,"Strada Ovadia, 231",20077,Sutera,Italy,45.689476,7.400002,0718306812
Ferdinando,Trombetta,male,1955-08-24,it,"Vicolo Lombardi, 96 Appartamento 9",12019,Begliano,Italy,38.899555,16.795973,+39 032485900
Mirco,Boldù,male,1964-04-15,it,"Incrocio Ivan, 658 Piano 0",29121,Crosio Della Valle,Italy,40.884181,14.669099,0123090358
Manuel,Moccia,male,1987-04-21,it,"Incrocio Mirko, 40 Appartamento 69",16139,Madonna Del Monte,Italy,44.834978,7.25402,+39 05494571306
Ernesto,Santorio,male,1939-05-07,it,"Contrada Nico, 3 Appartamento 32",23883,Stia,Italy,39.639382,8.466656,+39 0500745824
Lisa,Serao,female,1970-10-13,it,"Viale Rossetti, 429 Appartamento 6",00187,Villa Rendena,Italy,41.580636,15.401817,0735719733
Gianluca,Ferrara,male,2003-07-10,it,"Piazza Angelo, 8",40048,Case Perrone,Italy,44.36775,10.45776,+39 3512502052
Isa,Bellò,female,1979-05-19,it,"Stretto Amato, 67 Appartamento 2",01012,Collestatte Piano,Italy,46.136507,13.105797,0874851882
Amanda,Legnante,female,2004-12-27,it,"Incrocio Ruggiero, 99",14033,Abetina Vallesana,Italy,39.536629,9.296742,01650572480
Nicolò,Zarlino,male,1974-04-26,it,"Vicolo Pasqual, 78",89010,Bagnolo In Piano,Italy,46.316682,9.176788,+39 32800270638
